,x,y,z,result
2173,-354.33789,266.13754,53.698425,0.999466
2174,-387.29504,196.67241,59.538418,0.999236
2175,-421.6745,196.0255,61.506298,0.999214
2176,-387.98203,231.11461,58.018288,0.999301
2177,-388.68799,265.53131,56.292862,0.999407
2178,-423.07104,264.89435,58.326469,0.999405
2179,-488.4834,91.26963,66.600822,0.99894
2180,-557.34106,89.916695,67.010353,0.999091
2181,-487.15332,22.253439,67.297554,0.99853
2182,-489.82474,160.22717,65.072632,0.999329
2183,-491.19919,229.11975,62.577755,0.99934
2184,-560.07452,227.74541,63.29105,0.99949
2185,-492.60953,297.96164,59.038738,0.99943
2186,-626.20355,88.535225,66.076538,0.999178
2187,-695.04169,87.127121,63.859726,0.999286
2188,-624.8324,19.544983,66.773537,0.998714
2189,-627.57727,157.45546,64.710182,0.999434
2190,-628.94684,226.34734,62.572952,0.999531
2191,-697.79382,224.93495,60.596664,0.999582
2192,-630.32745,295.20657,59.532398,0.999504
2193,-494.04984,366.77734,54.734612,0.999659
2194,-562.87463,365.42953,56.082272,0.999652
2195,-495.49423,435.55316,49.7192,0.999831
2196,-496.96381,504.23257,43.626209,0.999962
2197,-565.73218,502.94458,45.682667,0.999967
2198,-631.72107,364.04462,55.933887,0.999646
2199,-700.56317,362.64163,54.530376,0.99969
2200,-633.12787,432.83408,51.372993,0.999855
2201,-634.53784,501.5708,46.11039,1.000027
2202,-703.35687,500.19263,45.482174,0.999982
2203,-763.86359,85.731705,60.772564,0.999448
2204,-832.64258,84.345749,56.650288,0.999621
2205,-762.48602,16.814627,61.228447,0.999049
2206,-765.23785,154.63835,59.543762,0.999545
2207,-766.60687,223.51401,57.599182,0.999688
2208,-835.38721,222.10548,53.844028,0.999723
2209,-767.99036,292.3822,55.130608,0.999695
2210,-901.37048,82.966759,51.842495,0.999781
2211,-900.00598,14.088825,52.342232,0.999778
2212,-902.72638,151.83203,50.687218,0.99979
2213,-904.10352,220.69649,49.170994,0.99974
2214,-905.49353,289.54874,46.811584,0.999708
2215,-769.37842,361.21216,51.843853,0.999728
2216,-838.16962,359.80243,48.515041,0.99976
2217,-770.76831,430.01642,48.038082,0.999862
2218,-772.15387,498.79968,43.623974,0.999955
2219,-840.94928,497.38635,40.819199,0.999838
2220,-906.9068,358.38382,44.088757,0.99967
2221,-908.31232,427.19226,40.827488,0.99964
2222,-909.7016,495.9924,37.154835,0.999619
2223,-465.08719,607.37665,28.44039,0.999646
2224,-499.40744,606.77051,30.534128,0.99991
2225,-464.20483,573.30945,33.67342,0.998306
2226,-465.90286,641.6416,24.545462,0.99979
2227,-466.73749,675.9007,20.380083,0.999963
2228,-500.99237,675.34283,22.592585,1.000096
2229,-467.52252,710.12122,15.898207,1.00003
2230,-533.74939,606.18414,32.360813,0.999804
2231,-568.09863,605.57037,33.444584,0.999525
2232,-532.83148,572.25238,38.288067,0.998431
2233,-534.49396,640.48248,28.505091,1.000111
2234,-535.26434,674.77167,24.533007,1.000298
2235,-569.5672,674.18781,26.243587,1.000155
2236,-536.02185,709.06091,20.490808,1.000067
2237,-468.08951,744.25409,11.424984,1.000146
2238,-502.34952,743.81909,14.074147,1.000166
2239,-468.24484,778.07349,6.821816,1.000422
2240,-467.73843,811.18097,1.9942496,0.999749
2241,-502.1662,811.56195,5.1203685,0.999535
2242,-536.67267,743.29938,16.297132,1.000103
2243,-570.95514,742.72369,18.294216,1.000377
2244,-537.01947,777.4342,11.95958,1.000323
2245,-536.83484,811.49634,7.498209,0.999899
2246,-571.39282,810.85358,9.6846876,1.000658
2247,-602.46198,604.97375,34.399818,0.999358
2248,-636.81427,604.36914,35.30336,0.999312
2249,-601.60333,570.94928,39.816402,0.999374
2250,-603.19946,639.30145,31.026176,0.999843
2251,-603.91772,673.59467,27.394661,1.000072
2252,-638.27924,673.00122,28.17277,1.00004
2253,-604.63818,707.88538,23.610645,1.000135
2254,-671.17761,603.86591,36.368011,0.999387
2255,-705.52753,603.29169,36.795925,0.999635
2256,-670.36359,569.58514,40.1852,0.999788
2257,-671.96466,638.0661,31.921787,0.999995
2258,-672.64343,672.38263,28.594547,0.999956
2259,-707.04242,671.72711,28.554626,1.000088
2260,-673.34412,706.67999,25.062305,0.999947
2261,-605.26587,742.13788,19.6919,1.000181
2262,-639.62744,741.54492,20.737232,1.000499
2263,-605.75781,776.27448,15.632761,1.000801
2264,-605.85016,810.16687,11.40226,1.000463
2265,-640.34113,809.61853,12.795296,1.001563
2266,-673.99463,740.92072,21.407585,1.000146
2267,-708.36316,740.31427,21.751942,1.000009
2268,-674.54083,775.07098,17.628929,1.00046
2269,-674.78937,809.04169,13.738554,1.001157
2270,-709.13422,808.42834,14.291179,1.000444
2271,-739.88995,602.60284,36.537876,0.999237
2272,-774.27118,601.89417,35.696503,0.999636
2273,-739.12439,568.23022,39.364975,0.999906
2274,-740.7215,636.74579,31.650414,0.999973
2275,-741.41626,671.08221,28.404209,1.000019
2276,-775.79254,670.45154,28.129154,1.000094
2277,-742.08362,705.41907,25.096455,1.000097
2278,-808.63019,601.20587,34.654751,0.999765
2279,-842.99146,600.50446,33.472385,0.999545
2280,-807.91345,566.82574,37.294033,0.999849
2281,-809.42963,635.41284,30.362764,0.999525
2282,-810.172,669.77588,27.443575,0.999865
2283,-844.55731,669.12122,26.497761,0.999696
2284,-810.8175,704.12024,24.391602,0.999944
2285,-742.70825,739.70831,21.707378,1.000236
2286,-777.06439,739.09845,21.661737,1.000233
2287,-743.22632,773.92682,18.263315,1.000334
2288,-743.45667,807.83875,14.533654,1.000188
2289,-777.8335,807.34192,14.685596,1.000181
2290,-811.43982,738.4444,21.209444,1.00029
2291,-845.79865,737.78271,20.518501,1.000298
2292,-811.96747,772.70685,17.920412,1.000169
2293,-812.23846,806.78131,14.341802,1.000303
2294,-846.62421,806.20453,14.023672,1.000601
2295,-877.35144,599.8183,31.907248,0.999635
2296,-911.71991,599.14929,30.238642,0.99955
2297,-876.67621,565.43866,34.448685,0.999761
2298,-878.1814,634.18652,28.939247,0.999704
2299,-878.94135,668.46436,25.357294,0.99989
2300,-913.31067,667.83313,23.808981,0.999754
2301,-879.57581,702.82056,22.525789,1.000029
2302,-946.08466,598.46606,28.471634,0.999732
2303,-980.44659,597.79974,26.47364,0.999565
2304,-945.43231,564.08685,30.805626,0.999552
2305,-946.86853,632.87946,26.057999,0.999315
2306,-947.64874,667.17352,22.214247,1.000115
2307,-981.96503,666.51117,20.467672,0.999576
2308,-948.30444,701.56409,19.59794,0.999794
2309,-880.16473,737.1582,19.58193,1.00017
2310,-914.5321,736.56573,18.409302,0.999884
2311,-880.69244,771.45569,16.529263,1.000339
2312,-881.00043,805.59351,13.380398,1.001025
2313,-915.37262,805.04803,12.449716,1.000318
2314,-948.90656,735.91345,16.870106,0.999788
2315,-983.28082,735.26868,15.49729,0.99991
2316,-949.46136,770.24792,14.171437,0.999863
2317,-949.7937,804.50238,11.309826,1.000157
2318,-984.22479,803.9101,9.8229961,1.000096
2319,-1014.792,597.10413,24.191031,0.999598
2320,-1049.1373,596.38135,21.755527,0.999652
2321,-1014.1428,562.71722,26.224751,0.999579
2322,-1015.4958,631.50854,22.104576,0.999637
2323,-1016.2935,665.8421,18.761646,0.999477
2324,-1050.6282,665.13922,16.928741,0.99961
2325,-1017.0328,700.23492,16.125998,0.999814
2326,-1083.4908,595.63794,19.258545,0.999762
2327,-1117.816,594.86188,16.526798,0.999807
2328,-1082.8232,561.25574,21.245165,0.999768
2329,-1084.1588,630.02893,17.255339,0.999651
2330,-1084.9535,664.41711,14.885319,0.999557
2331,-1119.2744,663.6377,12.586599,0.999491
2332,-1085.7194,698.78217,12.023841,0.99992
2333,-1017.6379,734.60645,13.589025,0.999929
2334,-1052.0138,733.89105,11.769346,0.999932
2335,-1018.2123,768.9549,11.045975,0.999968
2336,-1018.6674,803.2699,8.4605732,1.00001
2337,-1053.0731,802.55646,6.5955944,0.999881
2338,-1086.3672,733.15601,9.7032957,0.999892
2339,-1120.7198,732.39539,7.4976997,0.999946
2340,-1086.9663,767.51038,7.263217,0.999937
2341,-1087.4772,801.83582,4.8181524,0.999883
2342,-1121.8768,801.10211,2.8602068,0.999926
2343,-1152.142,594.07166,13.737638,0.999792
2344,-1186.4456,593.28986,10.725915,0.999739
2345,-1151.4622,559.69403,15.613645,0.99973
2346,-1152.8196,628.4635,11.895789,0.99966
2347,-1153.5741,662.84888,9.9118109,0.99944
2348,-1187.8707,662.06702,7.0535169,0.999215
2349,-1154.3245,697.21368,7.1860371,0.999708
2350,-1220.7289,592.47968,7.5849242,0.999678
2351,-1220.0358,558.0838,9.3059435,0.999758
2352,-1221.4211,626.87958,5.8728824,0.999547
2353,-1222.1918,661.276,4.2192516,0.999578
2354,-1222.9233,695.638,1.834729,0.999753
2355,-1155.0447,731.61926,5.1283712,0.999894
2356,-1189.3535,730.83252,2.4986866,1.000013
2357,-1155.6785,765.99042,2.7748034,0.99997
2358,-1156.2395,800.33826,0.52409822,0.999926
2359,-1190.6033,799.56915,-1.8616077,0.999898
2360,-1223.6605,730.04657,-0.14075321,0.999911
2361,-1224.3252,764.42023,-2.1627655,0.999917
2362,-1224.9271,798.77448,-4.3624253,0.99983
2363,-1003.6467,46.469009,43.469738,0.999951
2364,-1037.9457,45.772232,40.316132,1.00007
2365,-1002.9786,12.034233,43.737198,0.999978
2366,-969.35577,47.155167,46.618435,0.999873
2367,-1004.3423,80.89402,43.239075,0.999944
2368,-1005.0334,115.31779,42.90657,0.999911
2369,-1039.3135,114.61671,39.581184,0.999958
2370,-970.70349,116.01637,45.68996,0.999887
2371,-1005.7061,149.74797,42.240833,0.9999
2372,-1072.2319,45.072987,37.096977,1.000068
2373,-1106.5164,44.375553,33.742558,1.000225
2374,-1071.5527,10.656034,37.29269,1.000177
2375,-1072.9148,79.493134,36.739803,1.000063
2376,-1073.6246,113.89739,36.531055,1.000027
2377,-1107.8855,113.19653,33.094013,1.000107
2378,-1074.2958,148.33513,35.99498,1.000007
2379,-1006.4102,184.1723,41.699547,0.999871
2380,-1040.6927,183.46602,38.483753,0.999941
2381,-972.07452,184.87379,44.448586,0.999874
2382,-1007.0919,218.59837,40.860748,0.999836
2383,-1007.8137,253.01628,40.014473,0.999769
2384,-1042.1123,252.31735,37.006577,0.999848
2385,-973.48615,253.73651,42.885323,0.999751
2386,-1008.5134,287.44214,38.945755,0.999682
2387,-1074.9786,182.73988,35.205063,1.000031
2388,-1109.2516,182.02347,31.861902,1.000215
2389,-1075.689,217.16827,34.654366,0.999991
2390,-1076.3986,251.58005,33.652378,0.999915
2391,-1110.7014,250.83774,30.535868,0.999944
2392,-1077.1428,285.99994,32.896748,0.999748
2393,-1140.7743,43.668728,30.014629,1.000409
2394,-1175.0365,42.967857,26.365147,1.000316
2395,-1140.1086,9.2887039,30.359385,1.000542
2396,-1141.4738,78.071907,29.958443,1.000285
2397,-1142.1281,112.47717,29.403807,1.000224
2398,-1176.392,111.75811,25.757368,1.000225
2399,-1142.8419,146.88947,29.111235,1.000326
2400,-1209.296,42.281075,22.63069,1.00039
2401,-1208.6316,7.8867421,22.872898,1.000544
2402,-1209.9619,76.642616,22.509722,1.000437
2403,-1210.6508,111.04816,22.188618,1.000386
2404,-1211.3275,145.4456,21.753687,1.000294
2405,-1143.5278,181.27621,28.578911,1.000481
2406,-1177.799,180.54822,24.974768,1.000802
2407,-1144.2426,215.66685,27.765915,1.00015
2408,-1144.9495,250.07344,26.958958,1.000048
2409,-1179.2253,249.30289,23.472811,1.000129
2410,-1145.6979,284.48154,26.189768,1.000114
2411,-1212.0447,179.78969,21.238546,1.000528
2412,-1212.76,214.16591,20.624363,1.000417
2413,-1213.4958,248.532,19.915182,1.000314
2414,-1214.2373,282.90686,19.093452,1.000178
2415,-1009.2285,321.86014,37.634075,0.999714
2416,-1043.5573,321.15302,34.909077,0.999553
2417,-974.89868,322.57169,40.469208,0.99976
2418,-1009.9397,356.27295,36.372097,0.999637
2419,-1010.6787,390.71341,35.166893,0.999487
2420,-1044.9879,389.97733,32.150558,0.999594
2421,-976.32501,391.39374,37.76902,0.999496
2422,-1011.384,425.1048,33.555351,0.999587
2423,-1077.875,320.42715,31.797129,0.999634
2424,-1112.1609,319.6593,28.551819,0.999874
2425,-1078.5701,354.82245,30.474968,0.999701
2426,-1079.3308,389.25909,29.339849,0.999719
2427,-1113.6189,388.47366,26.252037,0.999836
2428,-1080.0347,423.65781,27.947088,0.999758
2429,-1012.0714,459.5097,31.843857,0.999623
2430,-1046.4087,458.80936,29.277363,0.99964
2431,-977.74438,460.2258,34.569542,0.999582
2432,-1012.7709,493.92148,30.138313,0.999511
2433,-1013.4703,528.32288,28.346066,0.999557
2434,-1047.811,527.6189,25.870312,0.999658
2435,-979.12372,529.02087,30.688545,0.999497
2436,-1080.7469,458.06442,26.497242,0.999729
2437,-1115.048,457.28314,23.434067,0.999769
2438,-1081.438,492.45911,24.776318,0.999661
2439,-1082.1383,526.85468,23.115385,0.999707
2440,-1116.4541,526.09186,20.283459,0.999721
2441,-1146.4357,318.88397,25.104069,1.000009
2442,-1180.704,318.07382,21.605526,1.000037
2443,-1147.1715,353.28207,24.071234,0.999878
2444,-1147.9122,387.70416,22.97197,0.999877
2445,-1182.1942,386.8894,19.653034,0.999928
2446,-1148.6381,422.0957,21.650238,0.999874
2447,-1214.9735,317.27774,18.208448,1.000062
2448,-1215.688,351.66162,17.015625,1.000021
2449,-1216.4512,386.06955,16.150539,1.000018
2450,-1217.1617,420.4595,14.766739,0.999859
2451,-1149.348,456.50406,20.274969,0.999818
2452,-1183.642,455.69354,17.10618,0.999895
2453,-1150.0514,490.89606,18.717382,0.99977
2454,-1150.762,525.29205,17.221724,0.999738
2455,-1185.0521,524.49597,14.058851,0.999769
2456,-1217.907,454.87756,13.706258,0.999832
2457,-1218.6052,489.27588,12.266383,0.999907
2458,-1219.3368,523.6828,10.914183,0.999908
2459,-445.0383,-764.02631,6.8590283,1.000397
2460,-478.88583,-765.69257,9.5945301,1.000291
2461,-443.05823,-731.146,11.221688,0.999852
2462,-441.91,-697.8689,15.573864,0.999845
2463,-475.91446,-698.79846,18.191257,0.999824
2464,-441.47568,-664.14636,19.890324,0.999609
2465,-512.96436,-766.99408,11.796656,1.000144
2466,-546.99139,-767.8681,13.922411,1.000426
2467,-510.98868,-733.47955,16.000095,1.000196
2468,-510.02286,-699.73303,20.230747,1.000108
2469,-544.21185,-700.64532,22.108181,1.000076
2470,-509.80988,-665.76593,24.279661,0.999956
2471,-441.44662,-630.1543,24.107952,0.999509
2472,-475.6543,-630.94666,26.485155,0.999729
2473,-441.73691,-595.99042,28.239058,0.999548
2474,-442.01572,-562.1178,34.521774,0.997913
2475,-476.2901,-562.901,36.777416,0.997105
2476,-442.48975,-527.83002,38.466042,0.999863
2477,-509.93802,-631.70599,28.27957,0.999988
2478,-544.22614,-632.47321,29.91135,1.000275
2479,-510.30814,-597.48999,32.069645,0.999112
2480,-510.62686,-563.61505,38.31258,0.999061
2481,-544.99414,-564.29846,39.28315,0.999277
2482,-511.18231,-529.28986,41.699974,0.999927
2483,-580.79425,-768.4259,15.420498,1.000224
2484,-614.40155,-769.11072,16.600006,1.000478
2485,-579.20618,-735.15308,19.351736,1.000185
2486,-578.44073,-701.39734,23.288797,1.000286
2487,-612.62958,-702.09625,24.268587,1.000443
2488,-578.33698,-667.34839,27.137423,1.000223
2489,-647.92542,-770.06793,17.463165,1.000627
2490,-681.67725,-771.12872,18.21003,1.001133
2491,-647.09155,-736.59991,21.304335,1.000527
2492,-646.77759,-702.84314,25.058165,1.000569
2493,-680.95532,-703.61932,25.44611,0.999954
2494,-646.90137,-668.79333,28.713232,1.000385
2495,-578.54834,-633.18896,30.921272,1.000154
2496,-612.88593,-633.90479,31.780434,1.000182
2497,-578.9538,-598.95331,34.656612,0.999776
2498,-579.37231,-564.97687,40.045849,0.99978
2499,-613.76221,-565.6571,40.457535,0.999724
2500,-579.94873,-530.68127,43.415756,0.999935
2501,-647.24658,-634.61572,32.056179,0.999927
2502,-681.61023,-635.34241,32.247841,0.999696
2503,-647.68018,-600.52966,36.645603,0.999645
2504,-648.15167,-566.33032,40.582897,0.999923
2505,-682.5343,-566.98236,40.315857,0.99982
2506,-648.74353,-532.00769,43.712738,1.000004
2507,-715.51288,-772.21429,18.425842,1.001468
2508,-749.48108,-773.2641,18.401052,1.000684
2509,-715.14349,-738.42273,22.003002,1.000565
2510,-715.16022,-704.44714,25.470053,0.999904
2511,-749.40167,-705.26752,25.226921,1.00019
2512,-715.49194,-670.29181,28.821726,0.999787
2513,-783.50543,-774.20984,17.927193,1.000519
2514,-817.64624,-775.08887,17.591215,0.999992
2515,-783.43842,-740.19727,21.274578,1.00037
2516,-783.65503,-706.07867,24.663528,1.000138
2517,-817.95764,-706.86401,23.875359,1.000001
2518,-784.15503,-671.83319,27.663475,0.999967
2519,-715.98218,-636.07306,32.032955,0.999775
2520,-750.33777,-636.79626,31.437634,0.999818
2521,-716.42511,-601.99957,36.908035,0.999786
2522,-716.92145,-567.65161,39.754662,1.000112
2523,-751.29724,-568.30725,38.99889,1.000094
2524,-717.54364,-533.30225,42.554283,0.999897
2525,-784.66083,-637.53198,30.616331,0.999428
2526,-818.98718,-638.26636,29.729458,0.999414
2527,-785.12219,-603.35791,35.218204,0.999338
2528,-785.68408,-568.99884,38.03212,0.999974
2529,-820.06128,-569.69196,36.772007,0.999775
2530,-786.34198,-534.61987,40.459671,0.999872
2531,-851.85962,-775.86407,16.688887,1.000062
2532,-886.11993,-776.58411,15.885227,1.000005
2533,-851.90393,-741.82428,19.938871,0.999957
2534,-852.26953,-707.62415,22.830843,0.999911
2535,-886.6004,-708.37671,21.706835,0.999895
2536,-852.82361,-673.3454,25.680943,0.999885
2537,-920.3653,-777.29926,14.734551,1.000001
2538,-954.58215,-778.01746,13.347374,1.000036
2539,-920.52795,-743.26776,17.604464,1.000028
2540,-920.94598,-709.08569,20.237774,0.999983
2541,-955.30371,-709.7641,18.820942,0.99994
2542,-921.5285,-674.80237,23.059305,0.999667
2543,-853.32428,-639.00952,28.698187,0.998765
2544,-887.67755,-639.755,27.723627,0.999259
2545,-853.80426,-604.7439,32.71373,0.999157
2546,-854.43298,-570.37134,35.202034,0.999733
2547,-888.81445,-571.06464,33.566078,0.999597
2548,-855.12781,-535.98584,37.439404,0.99974
2549,-922.02319,-640.50732,26.457666,0.998963
2550,-956.36737,-641.20038,24.820383,0.999277
2551,-922.51263,-606.11639,29.167557,0.999246
2552,-923.18549,-571.73547,31.466976,0.999482
2553,-957.55627,-572.43567,29.438696,0.999549
2554,-923.8847,-537.35602,33.751045,0.999537
2555,-477.98486,-459.92914,46.810684,0.999841
2556,-546.77057,-461.32315,48.870125,0.999847
2557,-479.20425,-391.20944,52.459839,0.999704
2558,-480.44678,-322.41257,57.260963,0.99944
2559,-549.2879,-323.73071,58.476543,0.999525
2560,-481.72528,-253.55951,61.053082,0.999421
2561,-615.5874,-462.64053,49.297005,0.999906
2562,-684.41858,-463.92969,48.515396,0.999953
2563,-616.86035,-393.87625,54.268028,0.999724
2564,-618.14893,-325.05026,58.314102,0.999593
2565,-687.00104,-326.33899,56.63158,0.999627
2566,-619.4657,-256.20279,61.53223,0.999589
2567,-483.04349,-184.69717,64.104347,0.999426
2568,-551.92358,-186.03107,64.795731,0.999531
2569,-484.4021,-115.78481,66.022644,0.999334
2570,-485.78705,-46.799778,67.106079,0.998741
2571,-554.62787,-48.144497,67.55896,0.998798
2572,-620.8028,-187.33588,64.035957,0.999557
2573,-689.66028,-188.62512,62.040035,0.999583
2574,-622.13861,-118.43432,65.692772,0.999365
2575,-623.47729,-49.480549,66.58242,0.998855
2576,-692.31653,-50.798908,64.381363,0.999066
2577,-753.24933,-465.22202,46.550316,0.999857
2578,-822.0379,-466.54782,43.652752,0.999589
2579,-754.53229,-396.44269,50.703659,0.999754
2580,-755.83661,-327.63129,54.192039,0.999703
2581,-824.62378,-328.91055,50.625164,0.999679
2582,-757.15222,-258.7793,56.880806,0.999709
2583,-890.80304,-467.88629,39.777851,0.999593
2584,-892.08215,-399.08582,43.333477,0.999647
2585,-893.36829,-330.24606,46.243671,0.999707
2586,-894.67419,-261.38992,48.520321,0.999476
2587,-758.47791,-189.91451,58.981922,0.999642
2588,-827.26556,-191.21188,55.175201,0.99975
2589,-759.80695,-121.02299,60.357483,0.999563
2590,-761.14307,-52.120918,61.256241,0.999306
2591,-829.9187,-53.448139,57.004696,0.999622
2592,-895.98444,-192.52644,50.264122,0.999834
2593,-897.31732,-123.66621,51.664383,0.99978
2594,-898.65448,-54.791725,52.231865,0.999779
2595,-993.23907,-504.29547,31.039089,0.999594
2596,-1027.5939,-504.90591,28.436462,0.999698
2597,-992.59827,-538.69324,29.310823,0.999667
2598,-958.90515,-503.63177,33.595093,0.999457
2599,-993.89069,-469.87378,32.700485,0.999594
2600,-994.52258,-435.47745,34.378613,0.999555
2601,-1028.8875,-436.10553,31.745531,0.999615
2602,-960.17487,-434.82538,37.011688,0.999625
2603,-995.15875,-401.06326,35.896057,0.999549
2604,-1061.9276,-505.53943,25.819824,0.999725
2605,-1096.249,-506.11884,22.869038,0.999696
2606,-1061.2732,-539.93555,24.133539,0.999702
2607,-1062.5737,-471.12402,27.418898,0.999659
2608,-1063.2086,-436.72787,28.844833,0.999655
2609,-1097.5262,-437.31476,25.827673,0.999579
2610,-1063.8403,-402.31921,30.246309,0.999655
2611,-995.79132,-366.65439,37.122684,0.999579
2612,-1030.14,-367.29431,34.450302,0.999626
2613,-961.43732,-365.99713,39.841671,0.999594
2614,-996.41956,-332.23792,38.357899,0.9996
2615,-997.07416,-297.81955,39.554886,0.999619
2616,-1031.4038,-298.46185,36.685944,0.999694
2617,-962.73083,-297.16199,42.3312,0.99957
2618,-997.70807,-263.40665,40.431202,0.999706
2619,-1064.4431,-367.90234,31.307112,0.999656
2620,-1098.7749,-368.50781,28.341898,0.999658
2621,-1065.0817,-333.49265,32.459991,0.999701
2622,-1065.7053,-299.07327,33.558167,0.999724
2623,-1099.9998,-299.672,30.200407,0.999756
2624,-1066.3345,-264.65363,34.31525,0.999847
2625,-1130.5693,-506.71442,19.964437,0.999673
2626,-1164.8513,-507.26456,16.617636,0.999763
2627,-1129.9209,-541.11139,18.397104,0.999709
2628,-1131.2002,-472.29385,21.209387,0.999653
2629,-1131.8174,-437.90021,22.543819,0.999694
2630,-1166.1271,-438.46124,19.425146,0.999781
2631,-1132.4486,-403.48886,23.822237,0.999762
2632,-1199.1469,-507.82779,13.375704,0.999851
2633,-1198.5175,-542.23419,12.104056,0.999832
2634,-1199.7886,-473.4259,14.813985,0.999854
2635,-1200.3915,-439.01831,15.857143,0.999859
2636,-1201.0264,-404.61887,17.143286,0.999903
2637,-1133.0707,-369.08026,24.990936,0.99973
2638,-1167.3529,-369.65033,21.533716,0.999853
2639,-1133.6785,-334.67874,25.991365,0.999797
2640,-1134.3024,-300.258,26.956644,0.999875
2641,-1168.5801,-300.82886,23.518072,0.999968
2642,-1134.9194,-265.8486,27.801851,1.000035
2643,-1201.6021,-370.20279,17.95801,0.999935
2644,-1202.238,-335.80734,19.076876,0.999966
2645,-1202.849,-301.42517,19.910824,1.000004
2646,-1203.4681,-267.02637,20.62558,1.000225
2647,-998.34424,-228.96928,41.242016,0.999779
2648,-1032.6569,-229.61014,38.202919,0.999862
2649,-964.02112,-228.315,44.166199,0.999696
2650,-998.99133,-194.54865,42.041096,0.999883
2651,-999.62286,-160.11296,42.65184,1.000025
2652,-1033.9387,-160.76938,39.648766,1.000123
2653,-965.31049,-159.44621,45.496769,0.999866
2654,-1000.2904,-125.68321,43.196205,1.000034
2655,-1066.964,-230.22305,35.07431,0.999935
2656,-1101.2555,-230.84138,31.835716,1.000035
2657,-1067.5868,-195.81499,35.699467,0.999965
2658,-1068.2229,-161.39868,36.323078,1.000044
2659,-1102.5253,-162.01785,33.05682,1.000157
2660,-1068.8695,-126.98596,36.835419,1.000263
2661,-1000.95,-91.254112,43.48225,0.999994
2662,-1035.2312,-91.914818,40.231937,1.000058
2663,-966.64008,-90.579727,46.405865,0.999878
2664,-1001.6147,-56.819164,43.59552,1.000011
2665,-1002.2816,-22.391188,43.623013,1.000038
2666,-1036.5828,-23.073223,40.523369,1.000168
2667,-967.98718,-21.712902,46.752453,0.999913
2668,-1069.5276,-92.580055,37.096516,1.000142
2669,-1103.8096,-93.251381,33.720215,1.00025
2670,-1070.1943,-58.160099,37.128819,1.000145
2671,-1070.8696,-23.745651,37.313198,1.000287
2672,-1105.1494,-24.417004,33.939339,1.00046
2673,-1135.5385,-231.43739,28.437834,1.000131
2674,-1169.8116,-232.04166,24.936321,1.000214
2675,-1136.1768,-197.037,29.072062,1.000196
2676,-1136.8168,-162.64424,29.571703,1.000231
2677,-1171.0841,-163.25816,25.940708,1.000182
2678,-1137.4515,-128.27885,29.930052,1.000594
2679,-1204.0632,-232.64304,21.245697,1.000297
2680,-1204.6841,-198.24666,21.77314,1.000423
2681,-1205.3459,-163.88763,22.199013,1.00019
2682,-1205.9771,-129.51311,22.525331,1.000682
2683,-1138.0813,-93.893555,30.19854,1.000251
2684,-1172.3274,-94.527618,26.409939,1.000557
2685,-1138.7355,-59.477619,30.275045,1.000332
2686,-1139.4191,-25.094524,30.228306,1.000654
2687,-1173.676,-25.782946,26.70326,1.0008
2688,-1206.5726,-95.165573,22.560606,1.000693
2689,-1207.223,-60.83429,22.698572,1.000914
2690,-1207.9281,-26.48773,22.919352,1.000634
2691,-988.77832,-778.70886,11.654943,1.000049
2692,-1023.0053,-779.42578,9.9375648,1.000022
2693,-989.13007,-744.62958,14.385098,1.000018
2694,-989.6297,-710.41742,16.888973,0.999935
2695,-1023.9581,-711.08057,15.083418,0.999918
2696,-990.22253,-676.11023,19.366032,0.999896
2697,-1057.2695,-780.16718,8.0361967,1.00001
2698,-1091.5771,-780.86548,6.1696873,1.000012
2699,-1057.709,-745.99573,10.568407,0.999957
2700,-1058.2771,-711.73663,12.867296,0.99996
2701,-1092.6075,-712.3894,10.784302,0.999915
2702,-1058.8427,-677.40295,15.1591,0.999412
2703,-990.71118,-641.8396,22.928148,0.999236
2704,-1025.0439,-642.46301,20.72448,0.999202
2705,-991.24548,-607.44244,25.077518,0.99949
2706,-991.90814,-573.07092,27.196911,0.999709
2707,-1026.2794,-573.69733,24.879576,0.999669
2708,-1059.365,-643.09387,18.380634,0.999344
2709,-1093.6852,-643.70337,15.808926,0.999319
2710,-1059.9562,-608.70477,20.323164,0.999517
2711,-1060.6135,-574.32568,22.276255,0.999664
2712,-1094.9502,-574.92206,19.541389,0.9997
2713,-1125.8717,-781.52026,3.7849784,0.99996
2714,-1160.1908,-782.14417,1.553206,0.999925
2715,-1126.3383,-747.29352,6.0723095,0.999976
2716,-1126.9091,-712.99591,8.3617668,0.999857
2717,-1161.213,-713.57922,5.7834482,0.99974
2718,-1127.4503,-678.61914,10.457657,0.999638
2719,-1194.474,-782.74585,-0.99159658,0.999949
2720,-1194.9535,-748.4881,1.1418583,0.999978
2721,-1195.5023,-714.1488,2.9416263,0.999872
2722,-1196.0815,-679.8078,5.4558754,0.999643
2723,-1127.9989,-644.26929,13.157245,0.999575
2724,-1162.3291,-644.84601,10.295547,0.999752
2725,-1128.645,-609.88562,14.927995,0.999744
2726,-1129.2644,-575.50293,16.730406,0.999771
2727,-1163.5903,-576.07703,13.770844,0.999813
2728,-1196.6327,-645.41772,7.2509685,0.999635
2729,-1197.2593,-611.03668,8.948225,0.999784
2730,-1197.8711,-576.6413,10.432765,0.99982
2731,-453.40643,57.434692,66.236496,0.998872
2732,-487.81833,56.769733,67.057625,0.998738
2733,-452.74411,22.919489,66.504997,0.998686
